"MarketCap","Sales","Income","CurrentRatio","QuickRatio","DebtEq","LTDebtEq","PE","PB","OperMargin","ProfitMargin","ROE","ROA","ROI","Booksh","Cashsh","EPSttm","ShsOutstand","DividendEst","Payout","TargetPrice","Recom","Beta","ATR14","Volatility","RSI14","SMA20","SMA50","SMA200","PerfYear","PerfYTD","PerfHalfY","PerfQuarter","PerfMonth","PerfWeek","Price","Change"
2029999999.9999998,946780000,177460000,0.13,0.13,18.34,11.71,11.74,1.86,0.8795000000000001,0.18739999999999998,0.1351,0.0066,0.0092,101.94,98.27,16.17,9400000,5.8,0.3406,222,2,1.01,5.08,0.0127,55.93,0.006,0.0471,-0.0111,0.0933,-0.0358,-0.1063,-0.0541,0.08789999999999999,0.0187,189.9,0.0305
