"MarketCap","Sales","Income","CurrentRatio","QuickRatio","DebtEq","LTDebtEq","PE","PB","OperMargin","ProfitMargin","ROE","ROA","ROI","Booksh","Cashsh","EPSttm","ShsOutstand","DividendEst","Payout","TargetPrice","Recom","Beta","ATR14","Volatility","RSI14","SMA20","SMA50","SMA200","PerfYear","PerfYTD","PerfHalfY","PerfQuarter","PerfMonth","PerfWeek","Price","Change"
3140000,1260000,-73.50M,0.54,0.54,0.07,0,-,0.19,-1780.94,-5840.37,-53.8,-47.37,-432.73,4.39,0.35,-19.05,3870000,-,-,1,3,1.21,0.09,1.08,52.36,0.05,11.63,-5.06,-53.72,29.66,-12.67,19.84,11.28,-0.95,0.81,0.27
