"MarketCap","Sales","Income","CurrentRatio","QuickRatio","DebtEq","LTDebtEq","PE","PB","OperMargin","ProfitMargin","ROE","ROA","ROI","Booksh","Cashsh","EPSttm","ShsOutstand","DividendEst","Payout","TargetPrice","Recom","Beta","ATR14","Volatility","RSI14","SMA20","SMA50","SMA200","PerfYear","PerfYTD","PerfHalfY","PerfQuarter","PerfMonth","PerfWeek","Price","Change"
810650000,49160000,38180000,13.57,13.57,0,0,21.35,0.9,0.36200000000000004,0.7766,0.042,0.0405,0.0425,42.51,14.4,1.8,2190000,N/A,0.09630000000000001,N/A,N/A,0.6,0.94,0.0055000000000000005,60.56,0.0218,0.0634,0.0799,0.18489999999999998,0.11939999999999999,0.092,0.0542,0.10679999999999999,0.0276,38.35,0.0111
