"MarketCap","Sales","Income","CurrentRatio","QuickRatio","DebtEq","LTDebtEq","PE","PB","OperMargin","ProfitMargin","ROE","ROA","ROI","Booksh","Cashsh","EPSttm","ShsOutstand","DividendEst","Payout","TargetPrice","Recom","Beta","ATR14","Volatility","RSI14","SMA20","SMA50","SMA200","PerfYear","PerfYTD","PerfHalfY","PerfQuarter","PerfMonth","PerfWeek","Price","Change"
41700000,0,-83750000,11.17,11.17,0.02,0.02,N/A,0.26,N/A,N/A,-0.6241,-0.5642,-0.5144,5.12,4.77,-2.22,31350000,N/A,N/A,10.71,1.22,1.52,0.13,0.019299999999999998,48.96,0.1461,-0.0922,-0.7574,-0.8181,-0.7791,-0.8215,-0.7598999999999999,0.08130000000000001,0.2667,1.33,0.064
