"MarketCap","Sales","Income","CurrentRatio","QuickRatio","DebtEq","LTDebtEq","PE","PB","OperMargin","ProfitMargin","ROE","ROA","ROI","Booksh","Cashsh","EPSttm","ShsOutstand","DividendEst","Payout","TargetPrice","Recom","Beta","ATR14","Volatility","RSI14","SMA20","SMA50","SMA200","PerfYear","PerfYTD","PerfHalfY","PerfQuarter","PerfMonth","PerfWeek","Price","Change"
1090000000,530900000,90500000,2.68,2.68,19.35,19.02,12.63,51.36,29.52,17.05,282.39,14.81,20.83,0.59,3.44,2.4,36720000,0.04 (0.13%),1.8,27.33,3,1.34,0.66,0.98,62.73,1.18,8.88,14.02,34.65,15.22,-1.84,25.21,5.13,0.8,30.35,0.96
