"MarketCap","Sales","Income","CurrentRatio","QuickRatio","DebtEq","LTDebtEq","PE","PB","OperMargin","ProfitMargin","ROE","ROA","ROI","Booksh","Cashsh","EPSttm","ShsOutstand","DividendEst","Payout","TargetPrice","Recom","Beta","ATR14","Volatility","RSI14","SMA20","SMA50","SMA200","PerfYear","PerfYTD","PerfHalfY","PerfQuarter","PerfMonth","PerfWeek","Price","Change"
930230000,439860000,104210000,0.03,-,0.12,0.11,9.02,1.27,33.47,23.69,15.41,1.27,12.79,23.98,-,3.37,30700000,0.56 (1.84%),13.37,35,2,0.85,0.88,0.93,55.1,0.01,5.38,-5.38,24.02,-9.14,-13.56,3.12,3.75,0.63,30.41,1.67
