"MarketCap","Sales","Income","CurrentRatio","QuickRatio","DebtEq","LTDebtEq","PE","PB","OperMargin","ProfitMargin","ROE","ROA","ROI","Booksh","Cashsh","EPSttm","ShsOutstand","DividendEst","Payout","TargetPrice","Recom","Beta","ATR14","Volatility","RSI14","SMA20","SMA50","SMA200","PerfYear","PerfYTD","PerfHalfY","PerfQuarter","PerfMonth","PerfWeek","Price","Change"
354860000,93460000,-3.69M,2.49,2.27,0.92,0.9,-,7.1,-4.26,-3.95,-7.51,-2.7,-3.88,1.26,1.53,-0.10,39690000,-,-,13,1,1.39,0.44,2.09,70.2,8.79,33.59,64.6,317.76,50.25,94.35,65.86,56.43,3.71,8.94,2.41
